Title,Year,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,original_language,release_date,budget,revenue
All Together Now,2020,28 Aug 2020,92 min,Drama,,64.0,6.5,"4,719",tt3155342,,en,2020-08-28,0.0,0.0
All Together Now,2020,28 Aug 2020,92 min,Drama,,64.0,6.5,"4,719",tt3155342,,en,2021-11-15,0.0,0.0
Rogue,2007,08 Nov 2007,99 min,"Action, Drama, Horror",1 win & 4 nominations,,6.2,"31,725",tt0479528,"$10,452",en,2020-08-20,0.0,139757.0
Centigrade,2020,28 Aug 2020,89 min,"Drama, Thriller",,46.0,4.4,"3,156",tt8945942,"$16,263",en,2020-08-28,0.0,0.0
Fatima,2020,28 Aug 2020,113 min,"Drama, War",,50.0,6.6,"3,602",tt2197936,,en,2020-08-13,0.0,0.0
All Together Now,2020,28 Aug 2020,92 min,Drama,,64.0,6.5,"4,719",tt3155342,,en,2020-08-28,0.0,0.0
All Together Now,2020,28 Aug 2020,92 min,Drama,,64.0,6.5,"4,719",tt3155342,,en,2021-11-15,0.0,0.0
"Love, Guaranteed",2020,03 Sep 2020,90 min,"Comedy, Romance",1 win & 3 nominations,39.0,5.6,"18,099",tt11100856,,en,2020-09-02,0.0,0.0
Mulan,1998,19 Jun 1998,87 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 17 wins & 21 nominations total,71.0,7.6,"296,144",tt0120762,"$120,620,254",en,2020-09-04,200000000.0,66800000.0
Critical Thinking,2020,04 Sep 2020,117 min,Drama,,65.0,6.4,"2,272",tt7870102,,en,2020-12-18,0.0,0.0
The Owners,2020,22 Feb 2021,92 min,"Comedy, Crime, Horror",1 win & 2 nominations,54.0,4.9,"8,362",tt9806370,,en,2020-08-27,0.0,225374.0
The Owners,2020,22 Feb 2021,92 min,"Comedy, Crime, Horror",1 win & 2 nominations,54.0,4.9,"8,362",tt9806370,,ko,2022-04-29,0.0,0.0
The Owners,2020,22 Feb 2021,92 min,"Comedy, Crime, Horror",1 win & 2 nominations,54.0,4.9,"8,362",tt9806370,,ko,2022-04-29,0.0,0.0
Guest House,2020,04 Sep 2020,84 min,Comedy,,,4.4,"2,344",tt10054316,,en,2020-09-04,0.0,0.0
Guest House,2020,04 Sep 2020,84 min,Comedy,,,4.4,"2,344",tt10054316,,en,2019-09-13,0.0,0.0
Guest House,2020,04 Sep 2020,84 min,Comedy,,,4.4,"2,344",tt10054316,,ko,2018-02-22,0.0,0.0
Guest House,2020,04 Sep 2020,84 min,Comedy,,,4.4,"2,344",tt10054316,,en,2018-09-20,0.0,0.0
The Babysitter: Killer Queen,2020,10 Sep 2020,101 min,"Comedy, Horror",2 nominations.,22.0,5.8,"44,804",tt11024272,,en,2020-09-10,0.0,0.0
Unpregnant,2020,10 Sep 2020,103 min,"Comedy, Drama",2 wins & 4 nominations,61.0,6.5,"8,654",tt10556022,,en,2020-09-10,0.0,0.0
The Devil All the Time,2020,10 Sep 2020,138 min,"Crime, Drama, Thriller",3 nominations,55.0,7.1,"140,688",tt7395114,,en,2020-09-11,0.0,0.0
The Broken Hearts Gallery,2020,11 Sep 2020,109 min,"Comedy, Romance",1 win & 2 nominations,57.0,6.3,"9,343",tt2140571,"$4,067,442",en,2020-09-11,0.0,0.0
I Met a Girl,2020,11 Sep 2020,108 min,"Drama, Romance",1 nomination,,6.1,"1,381",tt9731360,,en,2020-11-26,0.0,0.0
Rent-A-Pal,2020,11 Sep 2020,108 min,"Horror, Thriller",2 wins & 4 nominations,61.0,6.3,"5,078",tt12274228,"$30,901",en,2020-10-11,0.0,0.0
Cats,2019,20 Dec 2019,110 min,"Comedy, Drama, Family",11 wins & 8 nominations,32.0,2.8,"52,975",tt5697572,"$27,166,770",zh,2018-04-05,0.0,3186721.0
Cats,2019,20 Dec 2019,110 min,"Comedy, Drama, Family",11 wins & 8 nominations,32.0,2.8,"52,975",tt5697572,"$27,166,770",en,2019-12-19,95000000.0,73515024.0
The Secrets We Keep,2020,16 Sep 2020,97 min,"Drama, Thriller",,48.0,5.8,"6,451",tt9252488,"$207,928",en,2020-09-16,7200000.0,615233.0
The Secrets We Keep,2020,16 Sep 2020,97 min,"Drama, Thriller",,48.0,5.8,"6,451",tt9252488,"$207,928",es,2021-07-13,0.0,0.0
Antebellum,2020,18 Sep 2020,105 min,"Drama, Horror, Mystery",3 wins & 11 nominations,43.0,5.8,"28,233",tt10065694,,en,2020-09-02,15000000.0,7060384.0
Antebellum,2020,18 Sep 2020,105 min,"Drama, Horror, Mystery",3 wins & 11 nominations,43.0,5.8,"28,233",tt10065694,,en,2022-01-12,0.0,0.0
The Nest,2020,18 Sep 2020,107 min,"Drama, Romance",5 wins & 28 nominations,80.0,6.3,"15,327",tt8338762,"$137,886",it,2019-08-15,0.0,0.0
The Nest,2020,18 Sep 2020,107 min,"Drama, Romance",5 wins & 28 nominations,80.0,6.3,"15,327",tt8338762,"$137,886",en,2020-05-08,0.0,1200000.0
The Nest,2020,18 Sep 2020,107 min,"Drama, Romance",5 wins & 28 nominations,80.0,6.3,"15,327",tt8338762,"$137,886",en,2021-08-02,0.0,0.0
The Nest,2020,18 Sep 2020,107 min,"Drama, Romance",5 wins & 28 nominations,80.0,6.3,"15,327",tt8338762,"$137,886",es,2020-06-23,0.0,0.0
The Nest,2020,18 Sep 2020,107 min,"Drama, Romance",5 wins & 28 nominations,80.0,6.3,"15,327",tt8338762,"$137,886",pl,2021-09-20,0.0,0.0
The Nest,2020,18 Sep 2020,107 min,"Drama, Romance",5 wins & 28 nominations,80.0,6.3,"15,327",tt8338762,"$137,886",el,2018-05-27,0.0,0.0
The Nest,2020,18 Sep 2020,107 min,"Drama, Romance",5 wins & 28 nominations,80.0,6.3,"15,327",tt8338762,"$137,886",en,2019-06-20,0.0,0.0
The Nest,2020,18 Sep 2020,107 min,"Drama, Romance",5 wins & 28 nominations,80.0,6.3,"15,327",tt8338762,"$137,886",en,2018-10-30,0.0,0.0
The Nest,2020,18 Sep 2020,107 min,"Drama, Romance",5 wins & 28 nominations,80.0,6.3,"15,327",tt8338762,"$137,886",en,2021-12-05,0.0,0.0
Blackbird,2019,18 Sep 2020,97 min,Drama,1 win & 1 nomination,53.0,6.6,"5,166",tt8717446,,en,2019-09-06,0.0,0.0
Blackbird,2019,18 Sep 2020,97 min,Drama,1 win & 1 nomination,53.0,6.6,"5,166",tt8717446,,en,2022-09-02,0.0,0.0
Blackbird,2019,18 Sep 2020,97 min,Drama,1 win & 1 nomination,53.0,6.6,"5,166",tt8717446,,en,2020-07-27,0.0,0.0
Lost Girls,2020,13 Mar 2020,95 min,"Crime, Drama, Mystery",1 win,67.0,6.1,"22,875",tt3111426,,en,2020-01-28,0.0,0.0
Killian,2018,01 Jan 2018,,"Short, Sci-Fi",,,,,tt7509158,,,,,
Enola Holmes,2020,23 Sep 2020,123 min,"Action, Adventure, Crime",4 wins & 11 nominations,68.0,6.6,"200,857",tt7846844,,en,2020-09-23,21000000.0,0.0
The Trial of the Chicago 7,2020,16 Oct 2020,129 min,"Drama, History, Thriller",Nominated for 6 Oscars. 58 wins & 191 nominations total,76.0,7.7,"182,304",tt1070874,,en,2020-09-25,35000000.0,107423.0
Ava,2020,25 Sep 2020,96 min,"Action, Drama, Thriller",,39.0,5.4,"58,304",tt8784956,"$497,747",en,2020-07-02,0.0,2987741.0
Ava,2020,25 Sep 2020,96 min,"Action, Drama, Thriller",,39.0,5.4,"58,304",tt8784956,"$497,747",en,2020-03-01,0.0,0.0
Ava,2020,25 Sep 2020,96 min,"Action, Drama, Thriller",,39.0,5.4,"58,304",tt8784956,"$497,747",en,2021-09-30,0.0,0.0
Ava,2020,25 Sep 2020,96 min,"Action, Drama, Thriller",,39.0,5.4,"58,304",tt8784956,"$497,747",pt,2021-04-05,0.0,0.0
Ava,2020,25 Sep 2020,96 min,"Action, Drama, Thriller",,39.0,5.4,"58,304",tt8784956,"$497,747",en,2018-11-11,0.0,0.0
Kajillionaire,2020,25 Sep 2020,104 min,"Comedy, Crime, Drama",5 wins & 12 nominations,78.0,6.4,"20,268",tt8143990,"$531,430",en,2020-09-25,0.0,829900.0
The Last Shift,2020,25 Sep 2020,90 min,"Comedy, Drama",1 win & 1 nomination,58.0,5.7,"3,780",tt10661180,"$1,034,467",en,2020-11-13,0.0,0.0
The Last Shift,2020,25 Sep 2020,90 min,"Comedy, Drama",1 win & 1 nomination,58.0,5.7,"3,780",tt10661180,"$1,034,467",ru,2020-09-14,0.0,0.0
Secret Society of Second Born Royals,2020,25 Sep 2020,99 min,"Action, Adventure, Comedy",4 nominations,34.0,4.9,"5,661",tt10324122,,en,2020-09-25,0.0,0.0
She's in Portland,2020,,101 min,"Comedy, Drama",,,5.7,606,tt7174660,,,,,
Sightless,2020,28 Sep 2020,89 min,"Drama, Thriller",,,5.5,"9,266",tt10303430,,en,2020-09-29,0.0,0.0
The Boys in the Band,2020,30 Sep 2020,121 min,Drama,1 win & 5 nominations,70.0,6.8,"16,517",tt10199914,,en,2020-09-30,0.0,0.0
The Glorias,2020,30 Sep 2020,147 min,"Biography, Drama, History",5 nominations,58.0,5.9,"3,422",tt7435316,,en,2020-12-18,0.0,0.0
On the Rocks,2020,23 Oct 2020,96 min,"Comedy, Drama, Romance",2 wins & 40 nominations,73.0,6.4,"33,591",tt9606374,,en,2020-10-02,0.0,0.0
Spontaneous,2020,02 Oct 2020,101 min,"Comedy, Drama, Horror",1 win & 2 nominations,78.0,6.5,"16,001",tt5774062,,en,2020-10-02,0.0,0.0
Spontaneous,2020,02 Oct 2020,101 min,"Comedy, Drama, Horror",1 win & 2 nominations,78.0,6.5,"16,001",tt5774062,,en,2020-10-19,0.0,0.0
Spontaneous,2020,02 Oct 2020,101 min,"Comedy, Drama, Horror",1 win & 2 nominations,78.0,6.5,"16,001",tt5774062,,en,2020-10-19,0.0,0.0
Vampires vs. the Bronx,2020,02 Oct 2020,85 min,"Comedy, Horror",,76.0,5.7,"10,479",tt8976576,,en,2020-10-02,0.0,0.0
Possessor,2020,02 Oct 2020,103 min,"Horror, Mystery, Sci-Fi",15 wins & 39 nominations,72.0,6.5,"39,873",tt5918982,"$752,885",,,,
Death of Me,2020,02 Oct 2020,94 min,"Horror, Mystery, Thriller",,31.0,4.4,"6,761",tt1830643,,en,2020-10-02,0.0,41848.0
The Call,2013,15 Mar 2013,94 min,"Drama, Thriller",1 win & 11 nominations,51.0,6.7,"125,259",tt1911644,"$51,872,378",ko,2020-11-27,0.0,0.0
The Call,2013,15 Mar 2013,94 min,"Drama, Thriller",1 win & 11 nominations,51.0,6.7,"125,259",tt1911644,"$51,872,378",en,2020-10-23,0.0,791762.0
The Call,2013,15 Mar 2013,94 min,"Drama, Thriller",1 win & 11 nominations,51.0,6.7,"125,259",tt1911644,"$51,872,378",el,2020-09-21,0.0,0.0
The Call,2013,15 Mar 2013,94 min,"Drama, Thriller",1 win & 11 nominations,51.0,6.7,"125,259",tt1911644,"$51,872,378",si,2021-09-10,100.0,0.0
The Call,2013,15 Mar 2013,94 min,"Drama, Thriller",1 win & 11 nominations,51.0,6.7,"125,259",tt1911644,"$51,872,378",ro,2018-06-01,0.0,0.0
The Call,2013,15 Mar 2013,94 min,"Drama, Thriller",1 win & 11 nominations,51.0,6.7,"125,259",tt1911644,"$51,872,378",cs,2020-01-30,0.0,0.0
The Call,2013,15 Mar 2013,94 min,"Drama, Thriller",1 win & 11 nominations,51.0,6.7,"125,259",tt1911644,"$51,872,378",es,2020-09-30,0.0,0.0
The Call,2013,15 Mar 2013,94 min,"Drama, Thriller",1 win & 11 nominations,51.0,6.7,"125,259",tt1911644,"$51,872,378",uk,2020-09-09,0.0,0.0
The Call,2013,15 Mar 2013,94 min,"Drama, Thriller",1 win & 11 nominations,51.0,6.7,"125,259",tt1911644,"$51,872,378",ku,2018-08-01,0.0,0.0
American Pie Presents: Girls' Rules,2020,06 Oct 2020,95 min,Comedy,,,3.8,"6,121",tt11771594,,en,2020-10-06,0.0,0.0
The Lie,2018,06 Oct 2020,97 min,"Drama, Thriller",1 win,45.0,5.8,"18,127",tt7945440,,en,2018-09-13,0.0,0.0
Black Box,2020,06 Oct 2020,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,en,2020-10-06,0.0,0.0
Black Box,2020,06 Oct 2020,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,fr,2021-09-08,10722240.0,9738741.0
Black Box,2020,06 Oct 2020,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,en,2021-01-01,0.0,0.0
Black Box,2020,06 Oct 2020,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,en,2021-01-01,0.0,0.0
Black Box,2020,06 Oct 2020,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,ru,2021-03-15,0.0,0.0
Black Box,2020,06 Oct 2020,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,en,2020-06-16,0.0,0.0
Black Box,2020,06 Oct 2020,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,tr,2020-02-07,0.0,0.0
Black Box,2020,06 Oct 2020,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,en,2021-11-27,0.0,0.0
Black Box,2020,06 Oct 2020,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,ru,2021-03-15,0.0,0.0
Hubie Halloween,2020,07 Oct 2020,103 min,"Comedy, Mystery",6 nominations,53.0,5.2,"53,192",tt10682266,,en,2020-10-07,14000000.0,0.0
Books of Blood,2020,07 Oct 2020,107 min,"Drama, Horror, Mystery",,42.0,5.6,"8,358",tt11242218,,en,2020-10-07,0.0,0.0
Charm City Kings,2020,08 Oct 2020,125 min,Drama,1 win & 3 nominations,62.0,6.6,"2,693",tt9048840,,en,2020-01-27,0.0,0.0
The War with Grandpa,2020,09 Oct 2020,94 min,"Comedy, Drama, Family",1 win,34.0,5.6,"22,282",tt4532038,"$21,277,892",en,2020-08-27,18000000.0,43387445.0
A Rainy Day in New York,2019,10 Nov 2020,92 min,"Comedy, Romance",3 wins,38.0,6.5,"46,426",tt7139936,,en,2019-07-26,25000000.0,23800000.0
Yellow Rose,2019,09 Oct 2020,94 min,"Drama, Music",14 wins & 2 nominations,70.0,6.5,"1,227",tt6862538,"$367,849",en,2020-10-09,0.0,0.0
Yellow Rose,2019,09 Oct 2020,94 min,"Drama, Music",14 wins & 2 nominations,70.0,6.5,"1,227",tt6862538,"$367,849",en,2018-01-01,0.0,0.0
Nocturne,2020,13 Oct 2020,90 min,"Drama, Horror, Music",1 nomination,58.0,5.7,"9,994",tt11044858,,en,2020-10-13,0.0,0.0
Nocturne,2020,13 Oct 2020,90 min,"Drama, Horror, Music",1 nomination,58.0,5.7,"9,994",tt11044858,,ko,2022-08-18,0.0,0.0
Nocturne,2020,13 Oct 2020,90 min,"Drama, Horror, Music",1 nomination,58.0,5.7,"9,994",tt11044858,,nl,2019-05-09,350000.0,0.0
Nocturne,2020,13 Oct 2020,90 min,"Drama, Horror, Music",1 nomination,58.0,5.7,"9,994",tt11044858,,nl,2019-05-09,350000.0,0.0
Nocturne,2020,13 Oct 2020,90 min,"Drama, Horror, Music",1 nomination,58.0,5.7,"9,994",tt11044858,,xx,2018-02-18,0.0,0.0
Nocturne,2020,13 Oct 2020,90 min,"Drama, Horror, Music",1 nomination,58.0,5.7,"9,994",tt11044858,,en,2020-12-18,0.0,0.0
Nocturne,2020,13 Oct 2020,90 min,"Drama, Horror, Music",1 nomination,58.0,5.7,"9,994",tt11044858,,es,2021-04-23,0.0,0.0
Nocturne,2020,13 Oct 2020,90 min,"Drama, Horror, Music",1 nomination,58.0,5.7,"9,994",tt11044858,,es,2018-11-29,0.0,0.0
Evil Eye,2020,13 Oct 2020,90 min,"Horror, Mystery, Thriller",1 win & 1 nomination,54.0,4.8,"3,919",tt12882620,,es,2022-09-22,1704500.0,0.0
Evil Eye,2020,13 Oct 2020,90 min,"Horror, Mystery, Thriller",1 win & 1 nomination,54.0,4.8,"3,919",tt12882620,,en,2020-04-01,0.0,0.0
A Babysitter's Guide to Monster Hunting,2020,15 Oct 2020,98 min,"Comedy, Family, Fantasy",2 wins & 2 nominations,31.0,5.4,"4,478",tt4844150,,en,2020-10-14,0.0,0.0
Love and Monsters,2020,16 Oct 2020,109 min,"Action, Adventure, Comedy",Nominated for 1 Oscar. 1 win & 4 nominations total,63.0,6.9,"132,892",tt2222042,"$1,070,714",en,2020-10-16,30000000.0,1122066.0
Love and Monsters,2020,16 Oct 2020,109 min,"Action, Adventure, Comedy",Nominated for 1 Oscar. 1 win & 4 nominations total,63.0,6.9,"132,892",tt2222042,"$1,070,714",ru,2021-04-22,0.0,0.0
Love and Monsters,2020,16 Oct 2020,109 min,"Action, Adventure, Comedy",Nominated for 1 Oscar. 1 win & 4 nominations total,63.0,6.9,"132,892",tt2222042,"$1,070,714",ru,2021-04-22,0.0,0.0
Honest Thief,2020,16 Oct 2020,99 min,"Action, Thriller",1 nomination,46.0,6.0,"52,990",tt1838556,"$14,163,574",en,2020-09-03,0.0,31220247.0
Clouds,2020,16 Oct 2020,121 min,"Biography, Drama, Music",1 win & 2 nominations,55.0,7.5,"10,753",tt6473066,,en,2020-10-09,0.0,0.0
Clouds,2020,16 Oct 2020,121 min,"Biography, Drama, Music",1 win & 2 nominations,55.0,7.5,"10,753",tt6473066,,en,2020-03-11,0.0,0.0
Clouds,2020,16 Oct 2020,121 min,"Biography, Drama, Music",1 win & 2 nominations,55.0,7.5,"10,753",tt6473066,,en,2022-02-25,0.0,0.0
The Devil Has a Name,2019,16 Oct 2020,97 min,"Drama, Thriller",,50.0,5.5,"1,264",tt7894510,,en,2019-08-04,0.0,0.0
The Kid Detective,2020,16 Oct 2020,100 min,"Comedy, Drama, Mystery",5 nominations,74.0,7.0,"20,155",tt8980602,"$364,138",en,2020-10-16,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2020-09-10,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2020-10-16,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2020-01-17,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2020-01-17,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2020-01-17,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",es,2021-11-04,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2020-12-03,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",pt,2021-12-20,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2020-12-23,10.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2020-10-05,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",ru,2020-12-04,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",ru,2020-05-20,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2019-03-01,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2019-08-13,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2018-05-25,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2021-09-07,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",fr,2021-11-12,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2021-11-20,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",de,2021-05-31,0.0,2900.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2022-02-08,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",hr,2021-11-16,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2020-05-27,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2020-10-10,10000.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",es,2020-05-12,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2020-09-12,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2019-05-06,1000.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",en,2020-05-07,0.0,0.0
2 Hearts,2020,16 Oct 2020,101 min,"Drama, Romance",,29.0,6.3,"6,575",tt5616176,"$1,349,286",en,2020-10-16,0.0,0.0
The Opening Act,2020,16 Oct 2020,90 min,Comedy,,,6.0,"1,109",tt8633748,,en,2020-10-16,0.0,0.0
The Opening Act,2020,16 Oct 2020,90 min,Comedy,,,6.0,"1,109",tt8633748,,en,2020-10-16,0.0,0.0
The Opening Act,2020,16 Oct 2020,90 min,Comedy,,,6.0,"1,109",tt8633748,,en,2020-10-16,0.0,0.0
Tremors: Shrieker Island,2020,20 Oct 2020,103 min,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",,,5.5,"3,197",tt8322060,,en,2020-10-20,0.0,0.0
The Witches,1990,24 Aug 1990,91 min,"Adventure, Comedy, Family",Nominated for 1 BAFTA Award3 wins & 8 nominations total,78.0,6.8,"51,952",tt0100944,"$10,360,553",es,2021-10-08,0.0,0.0
The Witches,1990,24 Aug 1990,91 min,"Adventure, Comedy, Family",Nominated for 1 BAFTA Award3 wins & 8 nominations total,78.0,6.8,"51,952",tt0100944,"$10,360,553",es,2021-10-08,0.0,0.0
Over the Moon,2020,23 Oct 2020,95 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 3 wins & 61 nominations total,60.0,6.3,"23,283",tt7488208,,en,2020-10-16,0.0,0.0
Over the Moon,2020,23 Oct 2020,95 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 3 wins & 61 nominations total,60.0,6.3,"23,283",tt7488208,,en,2021-08-18,0.0,0.0
Borat Subsequent Moviefilm,2020,23 Oct 2020,95 min,Comedy,Nominated for 2 Oscars. 38 wins & 64 nominations total,68.0,6.6,"144,633",tt13143964,,en,2020-10-23,0.0,0.0
After We Collided,2020,23 Oct 2020,105 min,"Drama, Romance",1 win,14.0,5.0,"33,837",tt10362466,"$2,386,483",en,2020-09-02,0.0,42000000.0
The Empty Man,2020,23 Oct 2020,137 min,"Drama, Horror, Mystery",1 nomination,,6.2,"32,400",tt5867314,"$2,992,948",en,2020-10-22,16000000.0,4796993.0
Synchronic,2019,23 Oct 2020,102 min,"Drama, Horror, Mystery",6 nominations,64.0,6.2,"33,844",tt9016974,"$636,673",en,2020-10-23,0.0,1019041.0
Bad Hair,2020,23 Oct 2020,102 min,"Comedy, Horror, Music",1 win & 3 nominations,61.0,5.6,"3,936",tt4798836,,en,2021-05-05,0.0,0.0
Bad Hair,2020,23 Oct 2020,102 min,"Comedy, Horror, Music",1 win & 3 nominations,61.0,5.6,"3,936",tt4798836,,et,2020-09-05,0.0,0.0
Friendsgiving,2020,23 Oct 2020,95 min,"Comedy, Drama",1 nomination,,4.4,"3,381",tt8431078,,en,2020-10-23,0.0,0.0
The Craft: Legacy,2020,28 Oct 2020,97 min,"Drama, Fantasy, Horror",1 win & 1 nomination,54.0,4.5,"14,661",tt4685762,,en,2020-10-28,18000000.0,2300000.0
Holidate,2020,28 Oct 2020,104 min,"Comedy, Romance",1 win,44.0,6.1,"71,163",tt9866072,,en,2020-10-27,0.0,0.0
Come Play,2020,30 Oct 2020,96 min,"Drama, Horror, Mystery",1 nomination,58.0,5.7,"15,765",tt8004664,"$10,475,990",en,2020-10-28,9000000.0,8119285.0
His House,2020,30 Oct 2020,93 min,"Drama, Horror, Thriller",Won 1 BAFTA Award8 wins & 37 nominations total,72.0,6.5,"43,955",tt8508734,,en,2020-01-27,0.0,0.0
Spell,2020,30 Oct 2020,91 min,"Horror, Thriller",,38.0,5.5,"9,051",tt10736580,"$500,104",en,2020-10-30,0.0,0.0
Spell,2020,30 Oct 2020,91 min,"Horror, Thriller",,38.0,5.5,"9,051",tt10736580,"$500,104",en,2018-10-11,0.0,0.0
Jungleland,2019,06 Nov 2020,90 min,Drama,1 nomination,53.0,6.2,"6,578",tt8710596,,en,2019-02-14,0.0,0.0
Jungleland,2019,06 Nov 2020,90 min,Drama,1 nomination,53.0,6.2,"6,578",tt8710596,,en,2019-11-04,0.0,0.0
Jungleland,2019,06 Nov 2020,90 min,Drama,1 nomination,53.0,6.2,"6,578",tt8710596,,en,2019-11-04,0.0,0.0
Jungleland,2019,06 Nov 2020,90 min,Drama,1 nomination,53.0,6.2,"6,578",tt8710596,,en,2019-11-04,0.0,0.0
Let Him Go,2020,06 Nov 2020,113 min,"Crime, Drama, Thriller",3 wins & 3 nominations,63.0,6.7,"30,132",tt9340860,"$9,358,025",en,2020-11-05,0.0,7997460.0
The Informer,2019,30 Aug 2019,113 min,"Action, Crime, Drama",1 nomination,61.0,6.6,"39,116",tt1833116,"$300,460",en,2019-08-30,60000000.0,2927708.0
The Dark and the Wicked,2020,06 Nov 2020,95 min,Horror,3 wins & 11 nominations,72.0,6.1,"18,774",tt10229558,"$157,252",en,2020-10-29,0.0,289157.0
